hparam/batch norm,hparam/bsize,hparam/depth,hparam/hidden size,hparam/scheduler,Best Loss,Avg Accuracy,Std Accuracy,Avg Balanced Accuracy,Std Balanced Accuracy,Avg F1 score,Std F1 score
1.0,512.0,4.0,128.0,0.5,0.043872248381376266,0.9895297288894653,0.0024998688604682684,0.9893266558647156,0.0030658601317554712,0.9896224141120911,0.0024727832060307264
1.0,512.0,6.0,128.0,0.5,0.043872248381376266,0.9895297288894653,0.0024998688604682684,0.9893266558647156,0.0030658601317554712,0.9896224141120911,0.0024727832060307264
1.0,1024.0,4.0,128.0,0.5,0.04339269921183586,0.9888700246810913,0.0030268619302660227,0.9890703558921814,0.0025046286173164845,0.9890222549438477,0.0029270530212670565
1.0,1024.0,6.0,128.0,0.5,0.04339269921183586,0.9888700246810913,0.0030268619302660227,0.9890703558921814,0.0025046286173164845,0.9890222549438477,0.0029270530212670565
1.0,512.0,4.0,128.0,0.9,0.040324561297893524,0.9878197312355042,0.002927792025730014,0.988341212272644,0.0010644824942573905,0.9879978895187378,0.0028113594744354486
1.0,512.0,6.0,128.0,0.9,0.040324561297893524,0.9878197312355042,0.002927792025730014,0.988341212272644,0.0010644824942573905,0.9879978895187378,0.0028113594744354486
0.0,1024.0,4.0,64.0,0.5,0.04163021594285965,0.9884778261184692,0.0012729488080367446,0.9883325099945068,0.0023233641404658556,0.9886834025382996,0.0011373357847332954
1.0,512.0,4.0,64.0,0.9,0.04716100916266441,0.9878699779510498,0.0014304366195574403,0.9881277680397034,0.0015220330096781254,0.9880519509315491,0.0013260003179311752
1.0,512.0,6.0,64.0,0.9,0.04716100916266441,0.9878699779510498,0.0014304366195574403,0.9881277680397034,0.0015220330096781254,0.9880519509315491,0.0013260003179311752
0.0,512.0,4.0,64.0,0.5,0.05012267082929611,0.986226499080658,0.004371542017906904,0.9872187972068787,0.005075754597783089,0.9864449501037598,0.004264324437826872
1.0,1024.0,4.0,128.0,0.9,0.04382266849279404,0.9856884479522705,0.0017704539932310581,0.9870488047599792,0.004209315869957209,0.9859212040901184,0.0017206723568961024
1.0,1024.0,6.0,128.0,0.9,0.04382266849279404,0.9856884479522705,0.0017704539932310581,0.9870488047599792,0.004209315869957209,0.9859212040901184,0.0017206723568961024
1.0,1024.0,4.0,64.0,0.5,0.04656749591231346,0.9863075613975525,0.004923905245959759,0.9869195818901062,0.0028298120014369488,0.9865939021110535,0.004624967463314533
1.0,1024.0,6.0,64.0,0.5,0.04656749591231346,0.9863075613975525,0.004923905245959759,0.9869195818901062,0.0028298120014369488,0.9865939021110535,0.004624967463314533
1.0,512.0,4.0,64.0,0.5,0.05234171077609062,0.9842102527618408,0.00849937740713358,0.9866055250167847,0.0052942088805139065,0.9844089150428772,0.008405168540775776
1.0,512.0,6.0,64.0,0.5,0.05234171077609062,0.9842102527618408,0.00849937740713358,0.9866055250167847,0.0052942088805139065,0.9844089150428772,0.008405168540775776
0.0,1024.0,4.0,128.0,0.5,0.05427876487374306,0.9864680171012878,0.002184641780331731,0.9860461354255676,0.0026904894039034843,0.9867486953735352,0.002078915713354945
1.0,1024.0,4.0,64.0,0.9,0.04999588802456856,0.9853772521018982,0.0037867766804993153,0.9860271215438843,0.003530503250658512,0.98572838306427,0.0034714776556938887
1.0,1024.0,6.0,64.0,0.9,0.04999588802456856,0.9853772521018982,0.0037867766804993153,0.9860271215438843,0.003530503250658512,0.98572838306427,0.0034714776556938887
1.0,1024.0,4.0,128.0,0.5,0.05737415328621864,0.9880742430686951,0.002515549538657069,0.9838115572929382,0.007302712649106979,0.9881887435913086,0.0024076439440250397
0.0,512.0,6.0,64.0,0.5,0.04783251881599426,0.983694851398468,0.010622317902743816,0.9835076928138733,0.013159613125026226,0.984185516834259,0.009936689399182796
1.0,1024.0,4.0,64.0,0.9,0.05878954753279686,0.9862848520278931,0.002801608294248581,0.9831135869026184,0.0061526973731815815,0.9864839911460876,0.0027492039371281862
0.0,1024.0,4.0,128.0,0.9,0.059589266777038574,0.9856786727905273,0.005118362605571747,0.9822561144828796,0.012033171020448208,0.9859396815299988,0.004975283518433571
1.0,1024.0,4.0,128.0,0.9,0.06626281887292862,0.9878278970718384,0.002031546551734209,0.982090175151825,0.006440897472202778,0.9879133701324463,0.0019180049421265721
0.0,1024.0,4.0,64.0,0.9,0.05989239364862442,0.983002781867981,0.006092078052461147,0.9817540645599365,0.008809368126094341,0.9834443926811218,0.005727589130401611
0.0,512.0,4.0,64.0,0.9,0.07279431074857712,0.9823463559150696,0.0073629324324429035,0.9814261198043823,0.008623489178717136,0.9829503297805786,0.0066770813427865505
1.0,512.0,4.0,128.0,0.5,0.07454435527324677,0.9822037220001221,0.005184821784496307,0.9810225963592529,0.006952217314392328,0.9823699593544006,0.00528657715767622
1.0,1024.0,4.0,64.0,0.5,0.0637662336230278,0.9853431582450867,0.0034182346425950527,0.9789314270019531,0.004692309070378542,0.9854798913002014,0.003331696381792426
0.0,1024.0,6.0,64.0,0.5,0.06389067322015762,0.9781193137168884,0.008113624528050423,0.9785546660423279,0.009467882104218006,0.978922963142395,0.007504576817154884
0.0,512.0,4.0,128.0,0.5,0.08324407786130905,0.9821648001670837,0.01102557871490717,0.9781234860420227,0.013172089122235775,0.9827931523323059,0.010348564945161343
1.0,512.0,4.0,128.0,0.9,0.06749744713306427,0.97890704870224,0.003293710295110941,0.9781138896942139,0.005415201187133789,0.9795337319374084,0.0036944872699677944
0.0,1024.0,6.0,64.0,0.9,0.06728754937648773,0.9769750237464905,0.00713502848520875,0.977077841758728,0.008684021420776844,0.9777934551239014,0.006554117891937494
1.0,1024.0,6.0,64.0,0.5,0.08839042484760284,0.9790707230567932,0.008973267860710621,0.9750300049781799,0.01412090752273798,0.9793254137039185,0.008969806134700775
1.0,512.0,4.0,64.0,0.5,0.07688306272029877,0.9803382158279419,0.0050800275057554245,0.9744183421134949,0.009341965429484844,0.9807073473930359,0.004880000837147236
1.0,512.0,4.0,64.0,0.9,0.07751072198152542,0.9803916811943054,0.005030565895140171,0.9738611578941345,0.008680606260895729,0.9807296395301819,0.004809402395039797
0.0,512.0,4.0,128.0,0.9,0.08864296972751617,0.9812815189361572,0.005538861267268658,0.9729999303817749,0.009870492853224277,0.9819304943084717,0.005049355328083038
1.0,1024.0,6.0,64.0,0.9,0.10910427570343018,0.9762716293334961,0.006945084314793348,0.9704761505126953,0.006797226145863533,0.9763357043266296,0.00685695419088006
0.0,1024.0,6.0,128.0,0.5,0.10049039870500565,0.9770626425743103,0.015209331177175045,0.9694697260856628,0.02168128453195095,0.9782911539077759,0.013825688511133194
1.0,512.0,6.0,128.0,0.5,0.10830698162317276,0.9789556860923767,0.004260157700628042,0.9681642651557922,0.011272288858890533,0.979072093963623,0.004185992758721113
1.0,512.0,6.0,128.0,0.9,0.10830698162317276,0.9789556860923767,0.004260157700628042,0.9681642651557922,0.011272288858890533,0.979072093963623,0.004185992758721113
0.0,512.0,6.0,64.0,0.9,0.10166335105895996,0.9726442694664001,0.006498310249298811,0.9670705199241638,0.00941282045096159,0.9739558100700378,0.00587601400911808
1.0,512.0,6.0,64.0,0.5,0.10569610446691513,0.9750155210494995,0.007756596431136131,0.966376006603241,0.010289421305060387,0.9757800698280334,0.007152772508561611
1.0,1024.0,6.0,128.0,0.9,0.12103720009326935,0.9721078276634216,0.008950866758823395,0.9661512970924377,0.010533707216382027,0.9728742241859436,0.008445617742836475
1.0,512.0,6.0,64.0,0.9,0.11206212639808655,0.9624057412147522,0.024369563907384872,0.964378833770752,0.016744239255785942,0.9653517603874207,0.020080624148249626
1.0,1024.0,6.0,128.0,0.5,0.12875884771347046,0.972119152545929,0.008943689987063408,0.9633108377456665,0.013807324692606926,0.9727721810340881,0.008533652871847153
0.0,1024.0,6.0,128.0,0.9,0.11291810870170593,0.9608659744262695,0.025928812101483345,0.9607772827148438,0.014791378751397133,0.9632598757743835,0.02335144206881523
0.0,512.0,6.0,128.0,0.5,0.15453699231147766,0.9538334012031555,0.004658217076212168,0.9466285109519958,0.0052587310783565044,0.9576339721679688,0.0041441163048148155
0.0,512.0,6.0,128.0,0.9,0.15453699231147766,0.9538334012031555,0.004658217076212168,0.9466285109519958,0.0052587310783565044,0.9576339721679688,0.0041441163048148155
0.0,1024.0,4.0,64.0,0.5,2.3034777641296387,0.1426069736480713,0.13594120740890503,0.11696416139602661,0.025057144463062286,0.06622090190649033,0.07453645020723343
0.0,1024.0,4.0,64.0,0.9,2.3034777641296387,0.1426069736480713,0.13594120740890503,0.11696416139602661,0.025057144463062286,0.06622090190649033,0.07453645020723343
0.0,1024.0,6.0,128.0,0.5,2.3040449619293213,0.08593129366636276,0.10892938822507858,0.10000000149011612,0.0,0.030250906944274902,0.052655939012765884
0.0,1024.0,6.0,128.0,0.9,2.3040449619293213,0.08593129366636276,0.10892938822507858,0.10000000149011612,0.0,0.030250906944274902,0.052655939012765884
0.0,1024.0,6.0,64.0,0.5,2.3032987117767334,0.13023221492767334,0.135562002658844,0.10000000149011612,0.0,0.054680224508047104,0.06560392677783966
0.0,1024.0,6.0,64.0,0.9,2.3032987117767334,0.13023221492767334,0.135562002658844,0.10000000149011612,0.0,0.054680224508047104,0.06560392677783966
0.0,512.0,6.0,128.0,0.5,2.30612850189209,0.11261382699012756,0.12072627991437912,0.10000000149011612,0.0,0.04161420837044716,0.06889910250902176
0.0,512.0,6.0,128.0,0.9,2.30612850189209,0.11261382699012756,0.12072627991437912,0.10000000149011612,0.0,0.04161420837044716,0.06889910250902176
0.0,512.0,6.0,64.0,0.5,2.3047664165496826,0.14433790743350983,0.1255902498960495,0.10000000149011612,0.0,0.05701286345720291,0.06384202092885971
0.0,512.0,6.0,64.0,0.9,2.3047664165496826,0.14433790743350983,0.1255902498960495,0.10000000149011612,0.0,0.05701286345720291,0.06384202092885971
0.0,512.0,4.0,64.0,0.5,2.3051490783691406,0.12801817059516907,0.10455633699893951,0.09470252692699432,0.0072054751217365265,0.07173208892345428,0.08026441186666489
0.0,512.0,4.0,64.0,0.9,2.3051490783691406,0.12801817059516907,0.10455633699893951,0.09470252692699432,0.0072054751217365265,0.07173208892345428,0.08026441186666489
0.0,1024.0,4.0,128.0,0.5,2.3060765266418457,0.13496153056621552,0.10492503643035889,0.07967471331357956,0.020336642861366272,0.06731738150119781,0.07155401259660721
0.0,1024.0,4.0,128.0,0.9,2.3060765266418457,0.13496153056621552,0.10492503643035889,0.07967471331357956,0.020336642861366272,0.06731738150119781,0.07155401259660721
0.0,512.0,4.0,128.0,0.5,2.3085286617279053,0.10816329717636108,0.09672871232032776,0.07209547609090805,0.02805773913860321,0.05527497082948685,0.05724244937300682
0.0,512.0,4.0,128.0,0.9,2.3085286617279053,0.10816329717636108,0.09672871232032776,0.07209547609090805,0.02805773913860321,0.05527497082948685,0.05724244937300682
